date,actual,forecast
2024-05-09,5.5439,5.432176374159666
2024-05-10,5.557,5.442306303773936
2024-05-11,5.556866666666667,5.447010767215308
2024-05-12,5.556733333333334,5.451934376506683
2024-05-13,5.5566,5.456685756215279
2024-05-14,5.548,5.447265636900957
2024-05-15,5.5885,5.439239769453941
2024-05-16,5.5739,5.434859655613943
2024-05-17,5.5489,5.433159672712257
2024-05-18,5.5466,5.43398172244712
2024-05-19,5.5443,5.435524490909266
2024-05-20,5.542,5.439238125270624
2024-05-21,5.5606,5.443433576210615
2024-05-22,5.5774,5.448101310288748
2024-05-23,5.5627,5.457307115446772
2024-05-24,5.6083,5.466939824074388
2024-05-25,5.6109333333333336,5.471910527828077
2024-05-26,5.613566666666666,5.4775096108653925
2024-05-27,5.6162,5.482809604963395
2024-05-28,5.6013,5.486500223346878
2024-05-29,5.6235,5.490838361967173
2024-05-30,5.6379,5.492066415302781
2024-05-31,5.6896,5.503325664652212
2024-06-01,5.701233333333334,5.529474670859342
2024-06-02,5.712866666666667,5.5542502805996525
2024-06-03,5.7245,5.580760133002814
2024-06-04,5.7547,5.597502858077594
2024-06-05,5.7632,5.605161371428475
2024-06-06,5.726,5.608615585205532
2024-06-07,5.7814,5.615116132474593
2024-06-08,5.775333333333333,5.618633066806978
2024-06-09,5.769266666666667,5.622936473184805
2024-06-10,5.7632,5.632796608491954
2024-06-11,5.7636,5.650345969852002
2024-06-12,5.8243,5.679959051609415
2024-06-13,5.7658,5.691908922921726
2024-06-14,5.7567,5.699234363358678
2024-06-15,5.7781,5.702750392839535
2024-06-16,5.7995,5.706254837262064
2024-06-17,5.8209,5.7097660287606145
2024-06-18,5.8429,5.712910922730914
2024-06-19,5.8272,5.716289814249199
2024-06-20,5.838,5.721518420930034
2024-06-21,5.8057,5.71446713209532
2024-06-22,5.799666666666667,5.711759324138307
2024-06-23,5.793633333333333,5.7141198198070775
2024-06-24,5.7876,5.716678807579989
2024-06-25,5.8451,5.720702451407883
2024-06-26,5.8949,5.724081342926169
2024-06-27,5.8941,5.737588014239763
2024-06-28,5.9965,5.77492195397678
2024-06-29,6.022566666666667,5.8045332413084365
2024-06-30,6.048633333333333,5.8272028360603905
2024-07-01,6.0747,5.848447923204526
2024-07-02,6.1,5.857627957126542
2024-07-03,5.9957,5.845545956869679
2024-07-04,5.9355,5.808625528456958
2024-07-05,5.9148,5.781501203484441
2024-07-06,5.917366666666666,5.756545107422665
2024-07-07,5.919933333333334,5.754204940815966
2024-07-08,5.9225,5.7647511381537555
2024-07-09,5.8607,5.77807891963949
2024-07-10,5.8652,5.773986776959824
2024-07-11,5.9115,5.797632155487962
2024-07-12,5.9216,5.797371999067821
2024-07-13,5.9262999999999995,5.79620309587671
2024-07-14,5.931,5.792754161157415
2024-07-15,5.9357,5.790040968985003
2024-07-16,5.9163,5.778898409999279
2024-07-17,6.0052,5.777534978552844
2024-07-18,6.0401,5.778397601732494
2024-07-19,6.1014,5.789350930094753
2024-07-20,6.088466666666666,5.794132793618075
2024-07-21,6.0755333333333335,5.797482748381048
2024-07-22,6.0626,5.795163433018538
2024-07-23,6.0649,5.8006610051706655
2024-07-24,6.1303,5.820097646583719
2024-07-25,6.1262,5.828875999274236
2024-07-26,6.1523,5.854858268010581
2024-07-27,6.127433333333333,5.871000765666626
2024-07-28,6.102566666666667,5.887828942458626
2024-07-29,6.0777,5.893759097081761
2024-07-30,6.0691,5.932972137352845
2024-07-31,6.1271,5.936010878217355
2024-08-01,6.1917,5.995476241334817
2024-08-02,6.2479,6.036256935060797
2024-08-03,6.255166666666667,6.077746275097457
2024-08-04,6.262433333333333,6.111423486573037
2024-08-05,6.2697,6.142387360128063
2024-08-06,6.1817,6.145321650815834
2024-08-07,6.1582,6.137182724099741
2024-08-08,6.0551,6.114496654332419
2024-08-09,6.0099,6.101413251964287
2024-08-10,6.0083,6.0938903348730395
2024-08-11,6.0066999999999995,6.089273532874826
2024-08-12,6.0051,6.089368335681231
2024-08-13,5.9983,6.089463138487634
2024-08-14,6.0232,6.08724230111289
2024-08-15,6.0166,6.081576773803261
2024-08-16,6.0371,6.075085352305718
2024-08-17,6.021599999999999,6.066872009450238
2024-08-18,6.0061,6.058079831445729
2024-08-19,5.9906,6.039487600673304
2024-08-20,6.1064,6.031925738918837
2024-08-21,6.1051,6.022627945122903
2024-08-22,6.2135,6.06090531548826
2024-08-23,6.1404,6.070062429518339
2024-08-24,6.1341,6.073097853806566
2024-08-25,6.1278,6.062462295799761
2024-08-26,6.1215,6.057912735182314
2024-08-27,6.1612,6.071513971679376
2024-08-28,6.1851,6.083621781796673
2024-08-29,6.2367,6.132311962275641
2024-08-30,6.1988,6.1701654512873905
2024-08-31,6.205,6.210407057686835
2024-09-01,6.2112,6.244628466110457
2024-09-02,6.2174,6.277205607300938
2024-09-03,6.2306,6.287860390428403
2024-09-04,6.2417,6.305586697477215
2024-09-05,6.1979,6.28171854575763
2024-09-06,6.2027,6.289221898798604
2024-09-07,6.1892000000000005,6.294427711849191
2024-09-08,6.1757,6.300097648603346
2024-09-09,6.1622,6.305668844718354
2024-09-10,6.2405,6.3127784550559545
2024-09-11,6.2424,6.328064627548414
2024-09-12,6.2316,6.319128225188428
2024-09-13,6.1619,6.3101536290432145
2024-09-14,6.150433333333334,6.3030891438866705
2024-09-15,6.138966666666667,6.295707062497093
2024-09-16,6.1275,6.288150182741512
2024-09-17,6.0938,6.279768604354465
2024-09-18,6.0721,6.2762748065321965
2024-09-19,6.0526,6.2713417178963144
2024-09-20,6.1558,6.2718967830855
2024-09-21,6.147866666666666,6.2720911492370615
2024-09-22,6.1399333333333335,6.272285515388622
2024-09-23,6.132,6.272479881540182
2024-09-24,6.0977,6.267056193258878
2024-09-25,6.0943,6.257724316962108
2024-09-26,6.0777,6.244868173617359
2024-09-27,6.0658,6.235764548336743
2024-09-28,6.0666,6.227642724340455
2024-09-29,6.0674,6.219707854173326
2024-09-30,6.0682,6.212256242205545
2024-10-01,6.0047,6.2053506566917065
2024-10-02,6.0111,6.200625947815414
2024-10-03,6.0427,6.202239188118532
2024-10-04,5.9852,6.196600955018961
2024-10-05,6.000966666666667,6.190253002846907
2024-10-06,6.016733333333333,6.184172068570923
2024-10-07,6.0325,6.180375266025412
2024-10-08,6.0765,6.173620496217228
2024-10-09,6.1241,6.177659617281187
2024-10-10,6.1049,6.183860786130604
2024-10-11,6.1307,6.183581450778172
2024-10-12,6.121866666666667,6.180645566964191
2024-10-13,6.113033333333333,6.174218403000206
2024-10-14,6.1042,6.166691832554853
2024-10-15,6.1575,6.18572608241066
2024-10-16,6.1585,6.20675122088907
2024-10-17,6.1411,6.208187105844161
2024-10-18,6.188,6.249870698269566
2024-10-19,6.1765,6.284798862203277
2024-10-20,6.165,6.318040639848662
2024-10-21,6.1535,6.312590769573866
2024-10-22,6.1581,6.318038112506072
2024-10-23,6.1313,6.318369696957592
2024-10-24,6.1347,6.324239707437696
2024-10-25,6.1608,6.3303433212144
2024-10-26,6.162066666666667,6.336873092145116
2024-10-27,6.163333333333333,6.3434110630718035
2024-10-28,6.1646,6.3519995872246096
2024-10-29,6.2252,6.357821702103441
2024-10-30,6.2405,6.363093534308077
2024-10-31,6.3043,6.39470776413927
2024-11-01,6.3596,6.4031340002175625
2024-11-02,6.339433333333334,6.410231014570888
2024-11-03,6.319266666666667,6.414074316588479
2024-11-04,6.2991,6.414378536559965
2024-11-05,6.2854,6.414081363131864
2024-11-06,6.0963,6.3830422482841715
2024-11-07,6.1507,6.383603332023517
2024-11-08,6.1503,6.372096596405698
2024-11-09,6.144333333333333,6.366421987409305
2024-11-10,6.138366666666666,6.360456856483088
2024-11-11,6.1324,6.355112958477408
2024-11-12,6.1077,6.349058087101096
2024-11-13,6.1337,6.341846112727885
2024-11-14,6.0943,6.332028511389909
2024-11-15,6.1039,6.319952966638724
2024-11-16,6.0995,6.309319822676953
2024-11-17,6.0951,6.29944153354982
2024-11-18,6.0907,6.28932836435631
2024-11-19,6.1131,6.277557375694264
2024-11-20,6.0887,6.271131563127064
2024-11-21,6.0899,6.263051119547542
2024-11-22,6.0423,6.252645237904649
2024-11-23,6.056566666666667,6.244546022222624
2024-11-24,6.070833333333333,6.2366337603697595
2024-11-25,6.0851,6.229182148401979
2024-11-26,6.0926,6.222054113780598
2024-11-27,6.2745,6.25312818930582
2024-11-28,6.3488,6.302076430212036
2024-11-29,6.3308,6.314231626691532
2024-11-30,6.3426,6.324175305771097
2024-12-01,6.3544,6.32450720157578
2024-12-02,6.3662,6.315981791945697
2024-12-03,6.3524,6.296328274244959
2024-12-04,6.3498,6.287721293920028
2024-12-05,6.3662,6.290736862806045
2024-12-06,6.4351,6.335459493594794
2024-12-07,6.428466666666667,6.3824234114310645
2024-12-08,6.421833333333333,6.422849476768393
2024-12-09,6.4152,6.464218014538331
2024-12-10,6.3789,6.50822506442103
2024-12-11,6.2495,6.499072636981001
2024-12-12,6.2716,6.491251138644872
2024-12-13,6.3493,6.513380611904092
2024-12-14,6.387433333333334,6.52789117300205
2024-12-15,6.425566666666667,6.54504604137773
2024-12-16,6.4637,6.565810492470515
2024-12-17,6.4048,6.575027557236933
2024-12-18,6.5105,6.6277631201130225
2024-12-19,6.3755,6.591601445295162
2024-12-20,6.3455,6.539643114650555
2024-12-21,6.378833333333334,6.498022618347465
2024-12-22,6.412166666666667,6.468300483164974
2024-12-23,6.4455,6.458925848437378
2024-12-24,6.4371,6.44696023220518
2024-12-25,6.4368,6.489776797248503
2024-12-26,6.4442,6.550988292029476
2024-12-27,6.4597,6.558858167113867
2024-12-28,6.450166666666666,6.566241512409828
2024-12-29,6.440633333333333,6.567723337429197
2024-12-30,6.4311,6.546699078029065
2024-12-31,6.4055,6.54045213238709
2025-01-01,6.4042,6.532563570391824
2025-01-02,6.3161,6.519081186384515
2025-01-03,6.3713,6.546054872965666
2025-01-04,6.3652,6.544086455235872
2025-01-05,6.3591,6.542223632267193
2025-01-06,6.353,6.542104004567096
2025-01-07,6.3083,6.5346932987684525
2025-01-08,6.3004,6.529431181263244
2025-01-09,6.217,6.514875273638997
2025-01-10,6.2483,6.504376103923122
2025-01-11,6.2397,6.493223348436192
2025-01-12,6.2311000000000005,6.481862882702099
2025-01-13,6.2225,6.472084262273134
2025-01-14,6.2425,6.467528101014626
2025-01-15,6.1842,6.453970095651301
2025-01-16,6.2487,6.453838239126178
2025-01-17,6.2342,6.446570015989291
2025-01-18,6.2538,6.44056463643942
2025-01-19,6.2734000000000005,6.433007440211284
2025-01-20,6.293,6.425947723280427
2025-01-21,6.2811,6.419163594332227
2025-01-22,6.1852,6.409092081768837
2025-01-23,6.1703,6.401732749929366
2025-01-24,6.1929,6.394275936140289
2025-01-25,6.1893666666666665,6.387216635499948
2025-01-26,6.185833333333333,6.380345605140185
2025-01-27,6.1823,6.374403895044256
2025-01-28,6.1091,6.372753506544845
2025-01-29,6.1021,6.37063823235252
2025-01-30,6.1042,6.367197724495746
2025-01-31,6.0486,6.361457983696005
2025-02-01,6.037766666666667,6.351192716691963
2025-02-02,6.026933333333333,6.3408307517911044
2025-02-03,6.0161,6.328259636527176
2025-02-04,5.9718,6.312423432828344
2025-02-05,6.0199,6.307786022698228
2025-02-06,5.9819,6.299747846750313
2025-02-07,5.9877,6.290067097359962
2025-02-08,5.98,6.282479279440726
2025-02-09,5.9723,6.273837954096066
2025-02-10,5.9646,6.26440949247805
2025-02-11,5.9713,6.2572731244284165
2025-02-12,5.9843,6.250692569991675
2025-02-13,6.0356,6.242979946528861
2025-02-14,5.9946,6.23461310344688
2025-02-15,5.9928,6.226975195934941
2025-02-16,5.9910000000000005,6.219541650003079
2025-02-17,5.9892,6.212108104071217
2025-02-18,5.943,6.204330427931022
2025-02-19,5.9633,6.195873353204392
2025-02-20,5.9882,6.2046685372794945
2025-02-21,5.9954,6.213551699922822
2025-02-22,6.0132,6.228736338219663
2025-02-23,6.031,6.238123580423731
2025-02-24,6.0488,6.245979071968412
2025-02-25,6.0436,6.252438638065433
2025-02-26,6.0702,6.2578771293475395
2025-02-27,6.0721,6.251076098100004
2025-02-28,6.1057,6.249548406326664
2025-03-01,6.133533333333333,6.254706447882238
2025-03-02,6.161366666666666,6.2687988152594105
2025-03-03,6.1892,6.283246953454003
2025-03-04,6.2333,6.306128627983712
2025-03-05,6.2531,6.328766372110482
